Sample Number,Sample Date,Sample Time,Sample Site,Sample class,Residual Free Chlorine (mg/L),Turbidity (NTU),Fluoride (mg/L),Coliform (Quanti-Tray) (MPN /100mL),E.coli(Quanti-Tray) (MPN/100mL)
201521623,09-01-15,10:15,41650,Resample_Compliance,0.00,0.99,,<1,<1
201521624,09-01-15,10:38,41650,Resample_Compliance,0.86,1.84,,<1,<1
201521625,09-01-15,11:59,41900,Operational,0.99,0.73,,<1,<1
201521626,09-01-15,08:04,43250,Compliance,0.95,0.60,,<1,<1
201521627,09-01-15,08:40,44350,Compliance,0.94,0.74,,<1,<1
201521628,09-01-15,09:21,45250,Compliance,0.72,0.67,,<1,<1
201521629,09-01-15,08:34,45700,Operational,0.93,0.63,,<1,<1
201521630,09-01-15,09:29,46850,Compliance,0.77,0.68,,<1,<1
201521631,09-01-15,12:57,50200,Operational,0.86,0.74,,<1,<1
201521632,09-01-15,12:31,50250,Compliance,0.71,0.70,,<1,<1
201521633,09-01-15,13:48,50300,Operational,0.88,0.72,,<1,<1
201521634,09-01-15,11:53,51100,Operational,0.80,1.08,,<1,<1
201521635,09-01-15,13:24,52050,Compliance,0.21,0.56,,<1,<1
201521636,09-01-15,10:59,58650,Compliance,0.35,0.71,,<1,<1
201521637,09-01-15,10:51,76550,Compliance,0.27,0.56,,<1,<1
201521638,09-01-15,11:29,77650,Compliance,0.66,0.64,,<1,<1
201521639,09-01-15,10:02,79450,Compliance,0.65,0.57,,<1,<1
201524504,10-01-15,10:43,1S07,Operational,0.79,0.78,0.71,<1,<1
201524505,10-01-15,11:48,1S03A,Operational,1.19,0.68,0.71,<1,<1
201524506,10-01-15,11:04,1S03B,Operational,1.01,0.76,0.72,<1,<1
201524507,10-01-15,12:27,1SCL1,Operational,1.07,0.28,0.68,<1,<1
201524508,10-01-15,12:15,1SCH4,Operational,0.92,0.73,0.71,<1,<1
201524509,10-01-15,11:22,11900,Operational,0.88,0.90,,<1,<1
201524510,10-01-15,11:48,13150,Compliance,0.79,0.66,,<1,<1
201524511,10-01-15,09:30,15300,Operational,0.80,0.11,,<1,<1
201524512,10-01-15,12:15,16450,Compliance,1.17,0.78,,<1,<1
201524513,10-01-15,08:43,16650,Compliance,1.16,0.81,,<1,<1
201524514,10-01-15,10:22,18750,Compliance,0.78,0.63,,<1,<1
201524515,10-01-15,09:22,20900,Operational,0.69,0.87,,<1,<1
201524516,10-01-15,11:35,22550,Compliance,0.67,0.70,,<1,<1
201524517,10-01-15,11:58,24850,Compliance,0.50,0.59,,<1,<1
201524518,10-01-15,08:56,25100,Operational,0.75,0.72,,<1,<1
201524519,10-01-15,12:17,25350,Compliance,0.68,0.62,,<1,<1
201524520,10-01-15,09:34,25550,Compliance,0.76,0.72,,<1,<1
201524521,10-01-15,10:08,26550,Compliance,0.68,0.70,,<1,<1
201524522,10-01-15,11:05,27000,Operational,1.07,0.73,,<1,<1
201524523,10-01-15,10:51,28950,Compliance,0.69,0.64,,<1,<1
201524524,10-01-15,08:32,30750,Compliance,0.35,0.44,,<1,<1
201524525,10-01-15,10:00,31350,Compliance,0.49,0.61,,<1,<1
201524526,10-01-15,12:04,32050,Compliance,0.56,0.58,,<1,<1
201524527,10-01-15,09:04,32200,Operational,0.57,0.63,,<1,<1
201524528,10-01-15,10:50,34350,Compliance,0.79,0.63,,<1,<1
201524529,10-01-15,12:40,35450,Compliance,0.41,0.44,,<1,<1
201524531,10-01-15,09:45,3SC26,Operational,0.83,0.11,,<1,<1
201524532,10-01-15,09:50,40200,Operational,1.18,0.78,,<1,<1
201524533,10-01-15,08:31,41600,Operational,1.13,0.68,,<1,<1
201524534,10-01-15,07:58,41950,Compliance,0.80,0.76,,<1,<1
201524535,10-01-15,09:11,43550,Compliance,0.72,0.65,,<1,<1
201524536,10-01-15,10:18,44150,Compliance,1.20,0.80,,<1,<1
201524537,10-01-15,11:35,45850,Compliance,0.89,0.62,,<1,<1
201524538,10-01-15,08:25,46450,Compliance,1.02,0.72,,1,<1
201524539,10-01-15,09:02,49200,Operational,1.12,0.66,,<1,<1
201524540,10-01-15,12:35,50050,Compliance,0.15,0.51,,<1,<1
201524541,10-01-15,12:03,50200,Operational,0.75,0.60,,<1,<1
201524542,10-01-15,11:39,50300,Operational,0.83,0.73,,<1,<1
201524543,10-01-15,09:27,52350,Compliance,0.15,0.50,,<1,<1
201524544,10-01-15,11:02,56300,Operational,0.82,0.89,,<1,<1
201524545,10-01-15,10:25,58850,Compliance,0.85,0.62,,<1,<1
201524546,10-01-15,10:05,77550,Compliance,0.61,0.57,,<1,<1
201524547,10-01-15,09:34,77850,Compliance,0.68,0.68,,<1,<1
201524548,10-01-15,10:54,78650,Compliance,0.41,0.58,,<1,<1
201527514,11-01-15,07:52,23150,Compliance,0.60,0.91,,<1,<1
201527515,11-01-15,08:28,28450,Compliance,0.34,0.73,,<1,<1
201527516,11-01-15,07:14,28550,Compliance,0.56,0.76,,<1,<1
201527517,11-01-15,05:48,50300,Operational,0.88,0.75,,<1,<1
201527518,11-01-15,06:15,51950,Compliance,0.70,0.75,,<1,<1
201527519,11-01-15,05:24,52550,Compliance,0.43,0.77,,<1,<1
201527527,11-01-15,10:50,1S07,Operational,0.74,0.85,0.7,<1,<1
201527528,11-01-15,10:04,1S03A,Operational,1.12,0.76,0.7,<1,<1
201527529,11-01-15,09:30,1S03B,Operational,1.04,0.75,0.7,<1,<1
201527530,11-01-15,08:19,1SCL1,Operational,0.89,0.15,0.7,<1,<1
201527531,11-01-15,08:16,1SCH4,Operational,0.41,0.17,0.64,<1,<1
201527532,11-01-15,07:31,11150,Compliance,0.82,0.69,,<1,<1
201527533,11-01-15,10:45,11450,Compliance,0.97,0.85,,<1,<1
201527534,11-01-15,08:54,12550,Compliance,1.04,0.68,,<1,<1
201527535,11-01-15,11:19,16950,Compliance,0.74,0.75,,<1,<1
201527536,11-01-15,08:17,20900,Operational,0.53,0.63,,<1,<1
201527537,11-01-15,07:48,21250,Compliance,0.60,0.74,,<1,<1
201527538,11-01-15,08:34,25050,Compliance,0.69,0.67,,<1,<1
201527539,11-01-15,07:25,25450,Compliance,0.57,0.67,,<1,<1
201527540,11-01-15,08:40,27000,Operational,0.85,0.72,,<1,<1
201527541,11-01-15,07:21,30450,Compliance,0.40,0.59,,<1,<1
201527542,11-01-15,08:00,31850,Compliance,0.17,0.58,,<1,<1
201527543,11-01-15,11:54,33150,Compliance,0.51,0.12,,<1,<1
201527544,11-01-15,09:10,33850,Compliance,0.27,0.63,,<1,<1
201527545,11-01-15,08:42,35650,Compliance,0.43,0.60,,<1,<1
201527546,11-01-15,11:19,3SC26,Operational,0.75,0.13,,<1,<1
201527547,11-01-15,10:36,40200,Operational,1.00,0.81,,<1,<1
201527548,11-01-15,10:07,40550,Compliance,0.60,0.64,,<1,<1
201527549,11-01-15,09:35,41250,Compliance,0.61,0.57,,<1,<1
201527550,11-01-15,07:28,41550,Compliance,0.77,0.63,,<1,<1
201527551,11-01-15,08:02,43050,Compliance,0.43,0.68,,<1,<1
201527552,11-01-15,09:15,45750,Compliance,0.68,0.64,,<1,<1
201527553,11-01-15,10:24,76850,Compliance,0.79,0.78,,<1,<1
201527554,11-01-15,09:57,77350,Compliance,0.47,0.77,,<1,<1
201527555,11-01-15,11:24,78450,Compliance,0.16,0.60,,<1,<1
201527593,11-01-15,08:21,31850,Compliance,0.24,0.61,,<1,<1
201527682,11-01-15,11:47,78450,Compliance,0.53,0.79,,<1,<1
201530250,12-01-15,11:04,1S07,Operational,0.73,0.79,0.72,<1,<1
201530251,12-01-15,10:21,1S03A,Operational,0.99,0.71,0.72,<1,<1
201530252,12-01-15,11:47,1S03B,Operational,0.74,0.68,0.72,<1,<1
201530253,12-01-15,10:27,1SCL1,Operational,1.00,0.28,0.68,<1,<1
201530254,12-01-15,10:15,1SCH4,Operational,0.69,0.82,0.71,<1,<1
201530255,12-01-15,09:25,11750,Compliance,0.22,0.26,0.68,<1,<1
201530256,12-01-15,09:31,16150,Compliance,0.71,0.76,0.72,<1,<1
201530257,12-01-15,11:38,20150,Compliance,0.47,0.69,0.72,<1,<1
201530258,12-01-15,10:48,20650,Compliance,0.22,0.67,0.72,<1,<1
201530259,12-01-15,11:49,27350,Compliance,0.40,0.78,0.72,<1,<1
201530260,12-01-15,09:27,30550,Compliance,0.34,0.76,0.72,<1,<1
201530261,12-01-15,10:22,31450,Compliance,0.47,0.83,0.72,<1,<1
201530262,12-01-15,11:01,31550,Compliance,0.08,0.28,0.69,<1,<1
201530263,12-01-15,09:07,33050,Compliance,0.58,0.84,0.72,<1,<1
201530264,12-01-15,10:14,33850,Compliance,0.37,0.78,0.72,<1,<1
201530265,12-01-15,10:58,36950,Compliance,0.29,0.64,0.72,<1,<1
201530266,12-01-15,11:21,39950,Compliance,0.42,0.77,0.72,<1,<1
201530267,12-01-15,12:18,3SC26,Operational,0.83,0.25,0.69,<1,<1
201530268,12-01-15,10:17,40350,Compliance,0.25,0.73,0.72,<1,<1
201530269,12-01-15,11:23,46250,Compliance,0.33,0.71,0.73,<1,<1
201530270,12-01-15,12:03,47650,Compliance,0.77,0.52,0.72,<1,<1
201530271,12-01-15,12:07,53550,Compliance,0.36,0.53,0.71,<1,<1
201530272,12-01-15,10:25,59050,Compliance,1.04,0.76,0.72,<1,<1
201530273,12-01-15,10:12,77750,Compliance,0.08,0.59,0.71,<1,<1
201530274,12-01-15,09:18,79550,Compliance,0.43,0.77,0.72,<1,<1
201530275,12-01-15,10:19,15250,Compliance,0.87,0.76,,<1,<1
201530276,12-01-15,11:09,17950,Compliance,0.64,0.73,,<1,<1
201530281,12-01-15,09:55,20900,Operational,0.55,0.71,,<1,<1
201530282,12-01-15,09:29,22750,Compliance,0.47,0.70,,<1,<1
201530283,12-01-15,10:09,24750,Compliance,0.58,0.75,,<1,<1
201530284,12-01-15,09:13,27000,Operational,0.75,0.83,,<1,<1
201530285,12-01-15,11:08,28050,Compliance,0.58,0.76,,<1,<1
201530286,12-01-15,11:40,31750,Compliance,0.39,0.43,,<1,<1
201530287,12-01-15,09:02,40200,Operational,0.72,0.87,,<1,<1
201530288,12-01-15,09:30,40250,Compliance,0.65,0.80,,<1,<1
201530289,12-01-15,08:28,47150,Compliance,0.28,0.59,,<1,<1
201530290,12-01-15,11:37,50200,Operational,0.99,0.80,,<1,<1
201530291,12-01-15,11:08,50300,Operational,1.04,0.73,,<1,<1
201530292,12-01-15,09:32,58250,Compliance,0.15,0.57,,<1,<1
201500083,01-02-15,09:25,1S07,Operational,0.69,1.04,0.83,<1,<1
201500084,01-02-15,12:10,1S04,Operational,0.66,0.99,0.83,<1,<1
201500085,01-02-15,10:28,1S03A,Operational,0.89,1.15,0.83,<1,<1
201500086,01-02-15,11:14,1S03B,Operational,0.81,0.98,0.83,<1,<1
201500087,01-02-15,11:45,10850,Compliance,0.56,0.89,,<1,<1
201500088,01-02-15,09:51,13050,Compliance,0.58,0.90,,<1,<1
201500089,01-02-15,08:47,13350,Compliance,0.73,0.94,,<1,<1
201500090,01-02-15,08:36,17750,Compliance,0.73,1.00,,<1,<1
201500091,01-02-15,09:26,18000,Operational,0.38,0.85,,<1,<1
201500092,01-02-15,10:48,19000,Operational,0.89,1.09,,<1,<1
201500093,01-02-15,11:26,20050,Compliance,0.56,0.93,,<1,<1
201500094,01-02-15,09:02,20900,Operational,0.44,0.92,,<1,<1
201500095,01-02-15,08:19,21150,Compliance,0.65,0.87,,<1,<1
201500096,01-02-15,11:45,21450,Compliance,0.62,0.92,,<1,<1
201500097,01-02-15,10:55,23550,Compliance,0.52,0.87,,<1,<1
201500098,01-02-15,09:48,24300,Operational,0.56,0.86,,<1,<1
201500099,01-02-15,11:00,27000,Operational,0.64,0.96,,<1,<1
201500100,01-02-15,08:49,29350,Compliance,0.60,1.09,,<1,<1
201500101,01-02-15,09:19,29500,Operational,0.55,0.89,,<1,<1
201500102,01-02-15,11:56,29850,Compliance,0.54,0.84,,<1,<1
201500103,01-02-15,09:37,30050,Compliance,0.52,0.95,,<1,<1
201500104,01-02-15,10:06,32150,Compliance,0.71,0.97,,<1,<1
201500105,01-02-15,10:03,32950,Compliance,0.42,0.90,,<1,<1
201500106,01-02-15,11:18,33700,Operational,0.56,0.84,,<1,<1
201500107,01-02-15,09:49,34650,Compliance,0.67,0.88,,<1,<1
201500108,01-02-15,10:52,35200,Operational,0.52,0.93,,<1,<1
201500109,01-02-15,11:21,35350,Compliance,0.63,0.88,,<1,<1
201500110,01-02-15,10:50,38300,Operational,0.73,0.99,,<1,<1
201500111,01-02-15,09:07,40150,Compliance,0.57,0.92,,<1,<1
201500112,01-02-15,08:42,40200,Operational,0.77,1.07,,<1,<1
201500113,01-02-15,10:24,42300,Operational,0.73,1.07,,<1,<1
201500114,01-02-15,08:06,43650,Compliance,0.53,0.88,,<1,<1
201500115,01-02-15,09:51,44350,Compliance,0.55,0.93,,<1,<1
201500116,01-02-15,07:41,44950,Compliance,0.57,0.78,,<1,<1
201500117,01-02-15,10:41,45050,Compliance,0.59,0.94,,<1,<1
201500118,01-02-15,08:19,45650,Compliance,0.62,0.84,,<1,<1
201500119,01-02-15,10:49,51350,Compliance,0.63,0.86,,<1,<1
201500120,01-02-15,11:22,51900,Operational,0.83,0.95,,<1,<1
201500121,01-02-15,10:23,52000,Operational,0.86,1.01,,<1,<1
201500122,01-02-15,09:41,52450,Compliance,0.69,0.93,,<1,<1
201500123,01-02-15,09:07,58150,Compliance,0.57,0.98,,<1,<1
201500124,01-02-15,10:00,76300,Operational,0.41,0.77,,<1,<1
201500125,01-02-15,09:27,76750,Compliance,0.53,0.90,,<1,<1
201500126,01-02-15,08:51,79050,Compliance,0.52,0.85,,<1,<1
201502585,02-02-15,12:41,1S04,Operational,0.56,0.95,0.82,<1,<1
201502586,02-02-15,11:52,1S07,Operational,0.55,0.89,0.81,<1,<1
201502587,02-02-15,11:17,1S03A,Operational,0.74,0.94,0.82,<1,<1
201502588,02-02-15,11:57,1S03B,Operational,0.71,1.00,0.82,<1,<1
201502589,02-02-15,10:28,10750,Compliance,0.81,0.99,,<1,<1
201502590,02-02-15,09:29,11250,Compliance,0.78,1.03,,<1,<1
201502591,02-02-15,12:35,17350,Compliance,0.52,0.90,,<1,<1
201502592,02-02-15,08:59,17650,Compliance,0.84,0.92,,<1,<1
201502594,02-02-15,09:27,20750,Compliance,0.33,0.93,,<1,<1
201502595,02-02-15,09:10,20900,Operational,0.35,0.95,,<1,<1
201502596,02-02-15,12:16,21550,Compliance,0.23,0.98,,<1,<1
201502597,02-02-15,09:56,21750,Compliance,0.22,0.90,,<1,<1
201502598,02-02-15,08:55,22250,Compliance,0.41,0.97,,<1,<1
201502600,02-02-15,08:45,22950,Compliance,0.51,1.03,,<1,<1
201502602,02-02-15,10:56,26850,Compliance,0.51,0.97,,<1,<1
201502603,02-02-15,08:47,27000,Operational,0.61,1.05,,<1,<1
201502604,02-02-15,09:04,27750,Compliance,0.43,1.07,,<1,<1
201502605,02-02-15,10:31,30150,Compliance,0.33,1.01,,<1,<1
201502606,02-02-15,09:50,31050,Compliance,0.34,0.95,,<1,<1
201502608,02-02-15,10:18,31650,Compliance,0.40,0.94,,<1,<1
201502609,02-02-15,11:14,31950,Compliance,0.39,0.86,,<1,<1
201502610,02-02-15,11:57,33550,Compliance,0.43,0.96,,<1,<1
201502612,02-02-15,11:09,37450,Compliance,0.37,1.24,,<1,<1
201502613,02-02-15,09:12,40200,Operational,0.79,0.92,,1,<1
201502616,02-02-15,12:09,43750,Compliance,0.40,0.96,,<1,<1
201502617,02-02-15,11:16,44450,Compliance,0.52,0.90,,<1,<1
201502618,02-02-15,09:33,46150,Compliance,0.31,0.98,,<1,<1
201502619,02-02-15,08:55,47550,Compliance,0.33,0.99,,<1,<1
201502620,02-02-15,11:41,47850,Compliance,0.40,0.96,,<1,<1
201502621,02-02-15,11:39,50300,Operational,0.88,1.00,,<1,<1
201502623,02-02-15,12:07,51900,Operational,0.73,1.02,,<1,<1
201502625,02-02-15,10:51,57750,Compliance,0.57,0.91,,<1,<1
201502626,02-02-15,10:48,76150,Compliance,0.51,1.02,,<1,<1
201502627,02-02-15,10:22,78150,Compliance,0.47,0.98,,<1,<1
201502657,02-02-15,09:59,51450,Compliance,0.90,1.07,,<1,<1
201504745,03-02-15,11:23,1S04,Operational,0.57,1.01,0.8,<1,<1
201504746,03-02-15,10:37,1S07,Operational,0.62,1.07,0.79,<1,<1
201504747,03-02-15,09:06,1S03A,Operational,0.64,1.08,0.78,<1,<1
201504748,03-02-15,10:30,1S03B,Operational,0.78,1.02,0.8,<1,<1
201504749,03-02-15,11:36,11050,Compliance,0.69,1.05,,<1,<1
201504750,03-02-15,09:43,12250,Compliance,0.67,1.09,,<1,<1
201504752,03-02-15,10:08,14450,Compliance,0.56,1.08,,1,<1
201504753,03-02-15,09:36,14850,Compliance,0.67,1.09,,<1,<1
201504754,03-02-15,12:03,16950,Compliance,0.60,1.08,,<1,<1
201504755,03-02-15,10:55,18900,Operational,0.72,1.06,,<1,<1
201504756,03-02-15,08:58,20900,Operational,0.30,1.00,,<1,<1
201504757,03-02-15,09:39,21250,Compliance,0.32,0.98,,<1,<1
201504758,03-02-15,10:10,21400,Operational,0.28,1.14,,<1,<1
201504760,03-02-15,10:28,23150,Compliance,0.37,0.93,,<1,<1
201504761,03-02-15,09:57,23250,Compliance,0.37,1.03,,<1,<1
201504762,03-02-15,10:52,23750,Compliance,0.29,1.05,,<1,<1
201504763,03-02-15,11:10,24050,Compliance,0.32,1.02,,<1,<1
201504764,03-02-15,08:55,26300,Operational,0.22,0.97,,<1,<1
201504765,03-02-15,11:57,26850,Compliance,0.40,1.02,,<1,<1
201504766,03-02-15,10:44,27000,Operational,0.52,1.10,,<1,<1
201504767,03-02-15,08:59,30850,Compliance,0.60,1.14,,<1,<1
201504768,03-02-15,09:05,32850,Compliance,0.53,1.12,,<1,<1
201504769,03-02-15,11:19,33250,Compliance,0.49,0.97,,<1,<1
201504770,03-02-15,09:29,33600,Operational,0.52,0.95,,<1,<1
201504771,03-02-15,12:16,34950,Compliance,0.68,1.06,,<1,<1
201504772,03-02-15,10:57,35100,Operational,0.65,1.09,,<1,<1
201504773,03-02-15,08:32,35650,Compliance,0.46,1.06,,<1,<1
201504774,03-02-15,10:07,35800,Operational,0.63,1.02,,<1,<1
201504775,03-02-15,12:51,40200,Operational,0.68,1.11,,<1,<1
201504776,03-02-15,11:18,41250,Compliance,0.39,0.96,,<1,<1
201504777,03-02-15,11:51,41750,Compliance,0.45,1.07,,<1,<1
201504778,03-02-15,08:41,42850,Compliance,0.40,1.06,,<1,<1
201504779,03-02-15,12:24,44550,Compliance,0.32,1.08,,<1,<1
201504780,03-02-15,09:11,44700,Operational,0.54,1.13,,<1,<1
201504781,03-02-15,11:52,45000,Operational,0.45,1.12,,<1,<1
201504782,03-02-15,11:23,47750,Compliance,0.39,1.04,,<1,<1
201504783,03-02-15,09:41,50300,Operational,0.58,1.05,,<1,<1
201504784,03-02-15,09:05,51250,Compliance,0.56,1.01,,<1,<1
201504786,03-02-15,10:28,51950,Compliance,0.62,0.99,,<1,<1
201504787,03-02-15,10:12,53500,Operational,0.65,0.97,,<1,<1
201504789,03-02-15,10:15,76950,Compliance,0.26,1.04,,<1,<1
201504790,03-02-15,10:54,77150,Compliance,0.29,0.96,,<1,<1
201504928,03-02-15,11:11,13550,Compliance,0.61,1.12,,<1,<1
201504931,03-02-15,12:58,21650,Compliance,0.44,1.04,,<1,<1
201507362,04-02-15,11:28,1S04,Operational,0.55,1.26,0.81,<1,<1
201507363,04-02-15,09:59,1S07,Operational,0.65,1.26,0.81,<1,<1
201507364,04-02-15,10:18,1S03A,Operational,0.78,1.20,0.82,<1,<1
201507365,04-02-15,10:52,1S03B,Operational,0.74,1.19,0.81,<1,<1
201507366,04-02-15,09:25,10250,Compliance,0.61,1.29,,<1,<1
201507367,04-02-15,09:15,10550,Compliance,0.51,1.14,,<1,<1
201507368,04-02-15,08:59,13550,Compliance,0.51,1.23,,<1,<1
201507369,04-02-15,08:24,13600,Operational,0.76,1.27,,<1,<1
201507370,04-02-15,09:51,17050,Compliance,0.41,1.06,,<1,<1
201507371,04-02-15,08:48,18450,Compliance,0.63,1.27,,<1,<1
201507373,04-02-15,10:34,20900,Operational,0.51,1.18,,<1,<1
201507374,04-02-15,11:37,21050,Compliance,0.47,1.11,,<1,<1
201507375,04-02-15,12:15,21350,Compliance,0.40,1.17,,<1,<1
201507376,04-02-15,10:23,21950,Compliance,0.55,1.15,,<1,<1
201507377,04-02-15,10:53,22300,Operational,0.44,1.18,,<1,<1
201507378,04-02-15,09:20,24650,Compliance,0.43,1.16,,<1,<1
201507379,04-02-15,11:33,24700,Operational,0.50,1.29,,<1,<1
201507380,04-02-15,09:43,24950,Compliance,0.47,1.25,,<1,<1
201507381,04-02-15,12:15,25950,Compliance,0.46,1.25,,<1,<1
201507382,04-02-15,09:29,26950,Compliance,0.53,1.19,,<1,<1
201507383,04-02-15,10:02,27000,Operational,0.53,1.19,,<1,<1
201507384,04-02-15,09:47,30350,Compliance,0.26,1.26,,<1,<1
201507385,04-02-15,10:26,34050,Compliance,0.48,1.19,,<1,<1
201507386,04-02-15,11:35,34150,Compliance,0.43,1.24,,<1,<1
201507387,04-02-15,11:51,35000,Operational,0.34,1.26,,<1,<1
201507388,04-02-15,12:33,35050,Compliance,0.44,1.23,,<1,<1
201507389,04-02-15,11:19,36000,Operational,0.32,1.14,,<1,<1
201507390,04-02-15,12:11,38650,Compliance,0.37,1.25,,<1,<1
201507391,04-02-15,10:39,39400,Operational,0.25,1.22,,<1,<1
201507395,04-02-15,08:12,40200,Operational,0.79,1.25,,<1,<1
201507396,04-02-15,08:53,40300,Operational,0.51,1.22,,<1,<1
201507397,04-02-15,08:51,40850,Compliance,0.52,1.29,,<1,<1
201507398,04-02-15,08:20,40950,Compliance,0.55,1.26,,<1,<1
201507399,04-02-15,08:19,42350,Compliance,0.53,1.20,,<1,<1
201507400,04-02-15,09:36,42950,Compliance,0.53,1.13,,<1,<1
201507401,04-02-15,11:20,43950,Compliance,0.48,1.20,,<1,<1
201507402,04-02-15,09:03,51050,Compliance,0.56,1.12,,<1,<1
201507403,04-02-15,11:18,51900,Operational,0.42,1.28,,<1,<1
201507404,04-02-15,09:40,58350,Compliance,0.38,1.07,,<1,<1
201507405,04-02-15,10:14,58400,Operational,0.36,1.04,,<1,<1
201507406,04-02-15,10:49,59350,Compliance,0.69,1.25,,<1,<1
201507407,04-02-15,10:48,77050,Compliance,0.51,1.06,,<1,<1
201507408,04-02-15,10:26,77650,Compliance,0.54,1.55,,<1,<1
201509973,05-02-15,12:54,1S04,Operational,0.76,0.87,0.84,<1,<1
201509974,05-02-15,11:58,1S07,Operational,0.70,1.11,0.84,<1,<1
201509975,05-02-15,12:28,1S03A,Operational,0.81,1.01,0.84,<1,<1
201509976,05-02-15,13:08,1S03B,Operational,0.53,0.91,0.84,<1,<1
201509977,05-02-15,11:47,10750,Compliance,0.72,1.06,,<1,<1
201509978,05-02-15,11:06,11250,Compliance,0.71,1.01,,<1,<1
201509979,05-02-15,13:43,17350,Compliance,0.48,0.83,,<1,<1
201509980,05-02-15,10:35,17650,Compliance,0.64,1.09,,<1,<1
201509982,05-02-15,08:31,20750,Compliance,0.51,0.82,,<1,<1
201509983,05-02-15,07:20,20900,Operational,0.57,0.97,,<1,<1
201509984,05-02-15,11:48,21550,Compliance,0.48,0.93,,<1,<1
201509985,05-02-15,08:03,21750,Compliance,0.28,0.67,,<1,<1
201509986,05-02-15,08:29,22250,Compliance,0.29,0.97,,<1,<1
201509987,05-02-15,08:56,22950,Compliance,0.48,0.76,,<1,<1
201509988,05-02-15,11:09,26850,Compliance,0.47,0.94,,<1,<1
201509989,05-02-15,08:01,27000,Operational,0.53,0.88,,<1,<1
201509990,05-02-15,07:40,27750,Compliance,0.43,0.89,,<1,<1
201509991,05-02-15,08:00,30950,Compliance,0.30,0.88,,<1,<1
201509992,05-02-15,08:24,31050,Compliance,0.27,0.99,,<1,<1
201509993,05-02-15,08:58,31950,Compliance,0.53,1.10,,<1,<1
201509994,05-02-15,10:40,34550,Compliance,0.49,0.95,,<1,<1
201509995,05-02-15,09:30,35750,Compliance,0.23,1.07,,<1,<1
201509996,05-02-15,10:09,37450,Compliance,0.29,0.99,,<1,<1
201509998,05-02-15,10:00,40200,Operational,0.73,0.98,,<1,<1
201509999,05-02-15,07:41,41050,Resample_Compliance,0.48,0.91,,<1,<1
201510000,05-02-15,07:59,41050,Resample_Compliance,0.47,1.02,,<1,<1
201510001,05-02-15,08:21,41050,Resample_Compliance,0.48,0.91,,<1,<1
201510002,05-02-15,08:46,41050,Resample_Compliance,0.42,1.14,,<1,<1
201510003,05-02-15,09:27,43750,Compliance,0.38,0.90,,<1,<1
201510004,05-02-15,10:10,44450,Compliance,0.37,0.75,,<1,<1
201510005,05-02-15,12:28,46150,Compliance,0.54,1.13,,<1,<1
201510006,05-02-15,11:50,47550,Compliance,0.47,1.10,,<1,<1
201510007,05-02-15,09:43,47850,Compliance,0.36,0.76,,<1,<1
201510008,05-02-15,10:31,50300,Operational,0.43,1.17,,<1,<1
201510009,05-02-15,09:50,51450,Compliance,0.40,1.73,,<1,<1
201510010,05-02-15,09:04,57750,Compliance,0.44,1.18,,<1,<1
201510011,05-02-15,10:38,76150,Compliance,0.38,0.88,,<1,<1
201510012,05-02-15,11:10,78150,Compliance,0.45,1.04,,<1,<1
201512723,06-02-15,10:51,1S04,Operational,0.57,0.83,0.73,<1,<1
201512724,06-02-15,09:01,1S07,Operational,0.63,0.85,0.74,<1,<1
201512725,06-02-15,09:36,1S03A,Operational,0.72,0.82,0.73,<1,<1
201512726,06-02-15,10:49,1S03B,Operational,0.63,0.88,0.73,<1,<1
201512727,06-02-15,09:07,1SCL1,Operational,0.99,0.43,0.68,<1,<1
201512728,06-02-15,09:22,1SCH4,Operational,0.47,0.85,0.72,<1,<1
201512729,06-02-15,08:40,11750,Compliance,0.75,0.25,0.68,<1,<1
201512730,06-02-15,11:32,16150,Compliance,0.65,0.75,0.72,<1,<1
201512731,06-02-15,08:53,20150,Compliance,0.34,0.86,0.73,<1,<1
201512732,06-02-15,09:41,20650,Compliance,0.06,0.76,0.74,<1,<1
201512733,06-02-15,10:57,27350,Compliance,0.24,0.69,0.74,<1,<1
201512734,06-02-15,10:28,30550,Compliance,0.23,0.85,0.75,<1,<1
201512735,06-02-15,09:35,31450,Compliance,0.28,0.85,0.73,<1,<1
201512736,06-02-15,11:48,31550,Compliance,0.17,0.37,0.72,<1,<1
201512737,06-02-15,10:03,33050,Compliance,0.49,0.89,0.74,<1,<1
201512738,06-02-15,11:42,33850,Compliance,0.36,0.79,0.75,<1,<1
201512739,06-02-15,10:38,36950,Compliance,0.20,0.79,0.76,<1,<1
201512740,06-02-15,10:52,39950,Compliance,0.36,0.89,0.74,<1,<1
201512741,06-02-15,12:40,3SC26,Operational,0.81,0.48,0.69,<1,<1
201512742,06-02-15,09:45,40350,Compliance,0.15,0.85,0.77,<1,<1
201512743,06-02-15,10:42,46250,Compliance,0.21,0.74,0.73,<1,<1
201512744,06-02-15,10:04,47650,Compliance,0.76,0.74,0.74,<1,<1
201512745,06-02-15,12:15,53550,Compliance,0.27,0.71,0.73,<1,<1
